Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05084;NDGravenchon Pasteur;Urbaine;O3;Industrielle;;Oui;mesures fixes;;Moy. annuelle;43.0;42.80946831755279;µg-m3;99.0;16;16.0;N;-1;49.493332;0.571853
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZRE01;ZR NORMANDIE;FR05087;Maison Parc Brotonne;Rurale régionale;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;53.0;53.20222844475573;µg-m3;99.0;99;98.0;R;1;49.498295;0.758833
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZRE01;ZR NORMANDIE;FR05088;Fécamp;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;54.0;53.594836988049714;µg-m3;98.0;100;98.0;R;1;49.75;0.4159
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05090;Le Havre ville-haute;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;57.0;57.18263403263409;µg-m3;98.0;100;98.0;R;1;49.514686;0.100645
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAG01;ZAG BLDV;FR06001;Valenciennes Acacias;Urbaine;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;47.0;47.00378344741761;µg-m3;92.0;100;92.0;N;-1;50.35853;3.50804
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAG01;ZAG BLDV;FR06003;Douai Theuriet;Urbaine;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;50.0;50.163583815028886;µg-m3;95.0;100;95.0;R;1;50.37822;3.06586
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZRE01;ZR HAUTS-DE-FRANCE;FR06007;Maubeuge Joyeuse;Urbaine;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;48.0;48.46787980366336;µg-m3;95.0;100;95.0;R;1;50.27936;3.97691
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAG01;ZAG BLDV;FR06011;Denain Villars;Périurbaine;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;51.0;51.01242019733009;µg-m3;98.0;100;98.0;R;1;50.32276;3.39593
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZRE01;ZR HAUTS-DE-FRANCE;FR06133;Cartignies;Rurale près des villes;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;52.0;52.22328440597174;µg-m3;94.0;97;91.0;R;1;50.09225;3.85003
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAG01;ZAG BLDV;FR06134;Saint Amand;Périurbaine;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;55.0;55.144596606132765;µg-m3;42.0;91;38.0;N;-1;50.45647;3.42794
